DAGGER, BLOOD, YES, 197, 2, .010, 0.000, .0020, 0.0000, 5, 0, 0.0, 0, 10, 0, 5.72, , N, 2.50, .20, .017, 1, 20, 121, 6.55, , N, .53, .65, .123, 1
DAGGER, FIGHT, YES, 197, 2, .010, 0.000, .0150, .0007, 2, 0, 2.0, 2, 10, 0, 5.72, , N, 2.50, .20, .017, 1, 24, 98, 4.16, , V, 2.05, .50, .106, 1
DAGGER, MURDER, YES, 197, 2, .010, 0.000, .0040, .0197, 1, 0, 3.0, 2, 10, 0, 5.72, , N, 2.50, .20, .017, 1, 10, 75, 4.68, , N, 2.70, .30, .164, 1
DAGGER, WEAPON, YES, 197, 2, .010, 0.000, .0030, .0470, 1, 0, 2.0, 2, 10, 0, 5.72, , N, 2.50, .20, .017, 1, 7, 42, 6.38, , N, 1.57, .29, .015, 1
DAILY, NEWS, YES, 143, 24, .166, 0.000, .0090, .0086, 2, 2, 2.0, 1, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 20, 102, 5.62, , N, .38, .38, .014, 1
DAILY, ROUTINE, YES, 143, 11, .076, .073, .0040, .0055, 3, 2, 3.0, 1, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 27, 35, 2.39, , N, 2.28, .24, .012, 1
DAILY, WEEKLY, YES, 143, 11, .076, .204, .0070, .0178, 2, 2, 6.0, 4, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 16, 24, ¥, , AJ, 2.17, .25, .060, 0
DAILY, EVERYDAY, YES, 143, 9, .062, .102, .0070, .0121, 2, 2, 5.0, 3, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 27, 12, ¥, , AJ, 2.68, .14, .011, 0
DAILY, NEWSPAPER, YES, 143, 9, .062, .010, .0020, .0182, 2, 2, 2.0, 2, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 23, 65, 6.56, , N, 2.30, .55, .081, 1
DAILY, ALWAYS, YES, 143, 7, .048, 0.000, .0080, 0.0000, 3, 2, 0.0, 0, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 6, 458, 2.45, , AD, 1.67, .83, .269, 1
DAILY, PAPER, YES, 143, 7, .048, 0.000, .0320, 0.0000, 3, 2, 0.0, 0, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 15, 157, 5.96, , N, 1.07, .64, .058, 1
DAILY, TODAY, YES, 143, 6, .041, 0.000, .0020, 0.0000, 1, 2, 0.0, 0, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 11, 284, ¥, , AD, 1.27, .27, .314, 1
DAILY, MONTHLY, YES, 143, 5, .034, .079, .0190, .0143, 1, 2, 2.0, 1, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 15, 23, ¥, , AJ, 1.45, .36, .068, 0
DAILY, BREAD, YES, 143, 4, .028, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 15, 41, 6.18, , N, 1.20, .53, .237, 1
DAILY, DAY, YES, 143, 4, .028, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 6, 686, 4.67, , N, .67, .67, .574, 1
DAILY, NIGHTLY, NO, 143, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 122, 4.19, , AJ, 1.56, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAILY, OFTEN, YES, 143, 3, .021, .014, .0010, .0033, 1, 2, 2.0, 2, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 18, 368, ¥, , AD, 2.06, .31, .093, 1
DAILY, REGULAR, YES, 143, 3, .021, 0.000, .0030, .0020, 2, 2, 1.0, 1, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 14, 83, 2.55, , AJ, 2.45, .55, .076, 0
DAILY, REGULARLY, NO, 143, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 122, 4.19, , AJ, 1.56, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAILY, LOG, YES, 143, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 9, 11, 6.86, N, N, 1.33, .44, .059, 1
DAILY, RITUAL, YES, 143, 2, .014, 0.000, 0.0000, .0016, 0, 2, 1.0, 1, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 19, 27, 4.70, , N, .87, .20, .007, 0
DAILY, SCHEDULE, YES, 143, 2, .014, 0.000, .0060, .0021, 2, 2, 1.0, 0, 18, 122, 4.19, , AJ, 1.56, .38, .031, 1, 15, 36, ¥, , N, 2.00, .77, .019, 1
DAIRY, MILK, YES, 154, 76, .494, .012, .0440, .0438, 3, 1, 3.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 18, 49, 6.66, , N, 1.29, .59, .161, 1
DAIRY, COW, YES, 154, 17, .110, 0.000, .2010, .1767, 2, 1, 2.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 10, 29, 6.12, , N, 1.50, .90, .420, 1
DAIRY, FARM, YES, 154, 8, .052, 0.000, .0060, .0194, 1, 1, 1.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 12, 125, 5.53, , N, 1.50, .67, .040, 1
DAIRY, SECRET, YES, 154, 8, .052, 0.000, .0040, .0028, 1, 1, 1.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 24, 52, ¥, , AJ, 1.00, .43, .027, 1
DAIRY, CHEESE, YES, 154, 6, .039, .030, .0120, .0538, 1, 1, 1.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 17, 9, 6.14, , N, 1.13, .53, .127, 1
DAIRY, PRIVATE, YES, 154, 6, .039, 0.000, .0040, .0047, 1, 1, 1.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 18, 191, 3.46, P, AJ, 1.06, .44, .070, 1
DAIRY, PRODUCT, YES, 154, 5, .032, 0.000, 0.0000, .0005, 0, 1, 1.0, 1, 13, 19, ¥, , N, 1.08, .17, .007, 1, 24, 87, 5.80, G, N, 1.95, .14, .002, 1
DAIRY, JOURNAL, YES, 154, 4, .026, 0.000, 0.0000, .0018, 0, 1, 1.0, 1, 13, 19, ¥, , N, 1.08, .17, .007, 1, 15, 42, 5.50, , N, 2.71, .21, .015, 1
DAIRY, ANNE FRANK, NO, 154, 3, .019, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 13, 19, ¥, , N, 1.08, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAIRY, QUEEN, YES, 154, 3, .019, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 7, 41, 6.38, N, N, .67, .50, .573, 1
DAIRY, BOOK, YES, 154, 2, .013, 0.000, .0040, 0.0000, 1, 1, 0.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 15, 193, 6.09, , N, 1.57, .71, .237, 1
DAIRY, FOOD, YES, 154, 2, .013, 0.000, .0010, 0.0000, 2, 1, 0.0, 0, 13, 19, ¥, , N, 1.08, .17, .007, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
DAIRY, ICE CREAM, YES, 154, 2, .013, 0.000, .0060, .0214, 1, 1, 2.0, 1, 13, 19, ¥, , N, 1.08, .17, .007, 1, 17, 45, 5.84, , N, 2.33, .40, .107, 1
DAISY, FLOWER, YES, 148, 102, .689, .061, .0380, .0102, 3, 0, 3.0, 0, 8, 3, 6.09, , N, 1.25, .13, .042, 1, 21, 23, 5.62, G, N, 1.62, .67, .265, 1
DAISY, YELLOW, YES, 148, 6, .041, 0.000, 0.0000, .0005, 0, 0, 1.0, 1, 8, 3, 6.09, , N, 1.25, .13, .042, 1, 20, 55, 5.18, N, N, 2.21, .58, .043, 1
DAISY, ROSE, YES, 148, 5, .034, 0.000, .1740, .2527, 4, 0, 2.0, 0, 8, 3, 6.09, , N, 1.25, .13, .042, 1, 10, 86, 5.86, N, N, .78, .56, .138, 1
DAISY, PETALS, YES, 148, 3, .020, 0.000, .0590, .5181, 2, 0, 2.0, 0, 8, 3, 6.09, , N, 1.25, .13, .042, 1, 3, 4, 5.74, , N, 1.00, .67, .069, 1
DAISY, DOG, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 3, 6.09, , N, 1.25, .13, .042, 1, 5, 75, 5.75, , N, .40, .80, .437, 1
DAISY, GIRL, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 3, 6.09, , N, 1.25, .13, .042, 1, 8, 220, 6.83, , N, 1.25, 1.00, .535, 1
DAISY, GUN, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 3, 6.09, , N, 1.25, .13, .042, 1, 18, 118, 6.08, G, N, 2.24, .59, .286, 1
DAISY, TULIP, YES, 148, 2, .014, 0.000, .0080, .5400, 1, 0, 2.0, 1, 8, 3, 6.09, , N, 1.25, .13, .042, 1, 7, 4, 6.05, , N, 1.67, .33, .010, 1
DAM, WATER, YES, 149, 75, .503, 0.000, .0160, 0.0000, 3, 2, 0.0, 0, 11, 5, ¥, , N, .56, .11, .042, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
DAM, BEAVER, YES, 149, 23, .154, .271, 0.0000, .0146, 0, 2, 1.0, 1, 11, 5, ¥, , N, .56, .11, .042, 1, 16, 2, 6.50, , N, 1.20, .20, .045, 1
DAM, RIVER, YES, 149, 7, .047, 0.000, .0040, .0357, 1, 2, 1.0, 1, 11, 5, ¥, , N, .56, .11, .042, 1, 20, 165, 5.83, , N, 2.29, .35, .080, 1
DAM, HOOVER, NO, 149, 4, .027, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 5, ¥, , N, .56, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAM, BLOCK, YES, 149, 3, .020, 0.000, 0.0000, .0002, 0, 2, 1.0, 1, 11, 5, ¥, , N, .56, .11, .042, 1, 27, 66, 5.93, N, N, 1.50, .25, .011, 1
DAM, BRIDGE, YES, 149, 3, .020, 0.000, 0.0000, .2115, 0, 2, 2.0, 2, 11, 5, ¥, , N, .56, .11, .042, 1, 10, 98, 6.36, N, N, .60, .40, .005, 1
DAM, DIKE, NO, 149, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 5, ¥, , N, .56, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAM, MOTHER, YES, 149, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 11, 5, ¥, , N, .56, .11, .042, 1, 13, 216, 5.47, , N, 2.46, .69, .439, 1
DAM, MUD, YES, 149, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 11, 5, ¥, , N, .56, .11, .042, 1, 10, 32, 6.02, , N, 1.10, .40, .174, 1
DAM, WALL, YES, 149, 2, .013, 0.000, 0.0000, 0.0000, 1, 2, 0.0, 0, 11, 5, ¥, , N, .56, .11, .042, 1, 23, 160, 5.85, , N, 1.52, .38, .022, 1
DAM, YOU, YES, 149, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 11, 5, ¥, , N, .56, .11, .042, 1, 9, 3286, 3.66, , P, 1.86, .29, .354, 1
DAMAGE, HURT, YES, 145, 22, .152, 0.000, .0250, .0004, 4, 0, 1.0, 0, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 12, 37, 3.66, , V, 1.17, .83, .347, 1
DAMAGE, BROKEN, YES, 145, 11, .076, .014, .0050, .0091, 3, 0, 4.0, 1, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 22, 63, 3.74, , AJ, 1.65, .47, .021, 0
DAMAGE, BREAK, YES, 145, 8, .055, 0.000, .0130, .0078, 5, 0, 6.0, 3, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 26, 88, 3.52, N, V, 1.60, .56, .089, 1
DAMAGE, RUIN, YES, 145, 8, .055, .021, .0070, .0207, 3, 0, 4.0, 2, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 12, 14, 3.08, , N, 1.50, .33, .044, 1
DAMAGE, ACCIDENT, YES, 145, 7, .048, 0.000, .0050, .0156, 2, 0, 4.0, 2, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 20, 33, 4.26, , N, 1.69, .44, .037, 1
DAMAGE, DESTROY, YES, 145, 7, .048, .067, .0290, .0105, 5, 0, 5.0, 2, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 24, 48, 3.63, , V, 2.05, .67, .124, 1
DAMAGE, HARM, YES, 145, 5, .034, 0.000, .0020, .0965, 1, 0, 1.0, 0, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 9, 25, 2.90, , N, 1.89, .11, .008, 1
DAMAGE, CAR, YES, 145, 4, .028, 0.000, .0280, .0002, 5, 0, 1.0, 1, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 25, 274, 6.35, , N, 2.50, .91, .259, 1
DAMAGE, DESTRUCTION, YES, 145, 4, .028, 0.000, .0010, .0123, 1, 0, 3.0, 2, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 19, 38, 3.61, , N, 2.62, .31, .006, 1
DAMAGE, DONE, YES, 145, 4, .028, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 9, 320, 2.65, , AJ, .86, .57, .061, 1
DAMAGE, FIX, YES, 145, 3, .021, 0.000, .0300, .0322, 4, 0, 5.0, 2, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 9, 14, 3.10, N, V, 1.50, .50, .186, 1
DAMAGE, PROPERTY, YES, 145, 3, .021, .021, 0.0000, 0.0000, 0, 0, 0.0, 0, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 12, 156, 5.99, , N, .91, .36, .014, 1
DAMAGE, REPAIR, YES, 145, 3, .021, 0.000, .0070, .0222, 3, 0, 4.0, 2, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 8, 20, ¥, G, V, .57, .29, .125, 1
DAMAGE, BRAIN, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 17, 45, 5.32, , N, 1.62, .69, .090, 1
DAMAGE, CRASH, YES, 145, 2, .014, 0.000, .0100, .0153, 3, 0, 3.0, 1, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 16, 20, 4.28, , V, 1.29, .36, .044, 1
DAMAGE, MONEY, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 1, 0, 0.0, 0, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 19, 265, 5.77, , N, 1.39, .89, .312, 1
DAMAGE, TEAR, YES, 145, 2, .014, 0.000, .0010, 0.0000, 1, 0, 0.0, 0, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 9, 11, 4.69, W, V, .44, .33, .223, 1
DAMAGE, WATER, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
DAMAGE, WRECK, YES, 145, 2, .014, .020, .0100, .0248, 4, 0, 4.0, 1, 19, 33, 4.85, , N, 2.37, .26, .006, 1, 9, 8, 4.88, , V, 1.67, .56, .023, 1
DAMN, IT, NO, 146, 13, .088, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 34, 2.38, , V, 1.36, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAMN, CURSE, YES, 146, 11, .074, .014, .0050, .0059, 1, 4, 3.0, 1, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 16, 11, 4.02, , N, 2.00, .27, .055, 0
DAMN, SHIT, NO, 146, 11, .074, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 34, 2.38, , V, 1.36, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAMN, GOD, YES, 146, 9, .061, .020, 0.0000, .0005, 0, 4, 1.0, 1, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 23, 318, 3.61, , N, 1.75, .70, .148, 1
DAMN, HELL, YES, 146, 8, .054, .021, 0.0000, .0009, 1, 4, 1.0, 1, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 13, 95, 3.62, , N, 1.17, .42, .130, 1
DAMN, YOU, YES, 146, 8, .054, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 9, 3286, 3.66, , P, 1.86, .29, .354, 1
DAMN, ANGER, YES, 146, 6, .041, 0.000, 0.0000, .0098, 1, 4, 2.0, 1, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 14, 48, 3.75, , N, 1.92, .31, .031, 1
DAMN, BAD, YES, 146, 6, .041, 0.000, .0280, .0203, 6, 4, 1.0, 0, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1
DAMN, CONDEMN, YES, 146, 5, .034, .033, 0.0000, .0022, 0, 4, 3.0, 3, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 31, 4, 2.97, G, V, 2.21, .03, .001, 1
DAMN, DARN, NO, 146, 4, .027, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 34, 2.38, , V, 1.36, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAMN, GOOD, YES, 146, 4, .027, 0.000, .0320, .0311, 2, 4, 1.0, 0, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 8, 807, 2.53, , AJ, .75, .75, .586, 1
DAMN, WATER, YES, 146, 4, .027, 0.000, .0010, 0.0000, 1, 4, 0.0, 0, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 18, 442, 6.27, , N, 2.00, .94, .146, 1
DAMN, YANKEE, NO, 146, 4, .027, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 34, 2.38, , V, 1.36, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DAMN, MAD, YES, 146, 3, .020, 0.000, .0170, 0.0000, 2, 4, 0.0, 0, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 11, 39, 3.04, P, AJ, 1.80, .50, .220, 1
DAMN, RIVER, YES, 146, 3, .020, 0.000, 0.0000, .0019, 0, 4, 1.0, 1, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 20, 165, 5.83, , N, 2.29, .35, .080, 1
DAMN, SUN, YES, 146, 3, .020, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 14, 112, 6.23, , N, 2.36, .93, .153, 1
DAMN, HATE, YES, 146, 2, .014, 0.000, .0050, .0018, 3, 4, 2.0, 1, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 12, 42, 3.86, , V, 1.00, .55, .243, 1
DAMN, SWEAR, YES, 146, 2, .014, .033, .0100, .0298, 1, 4, 4.0, 3, 18, 34, 2.38, , V, 1.36, .36, .005, 0, 13, 10, ¥, T, V, 1.85, .39, .125, 1
DAMP, WET, YES, 184, 67, .364, .027, .0820, .0452, 9, 0, 3.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 11, 53, 4.74, , AJ, 1.70, .80, .287, 1
DAMP, COLD, YES, 184, 16, .087, 0.000, .0410, .0040, 3, 0, 1.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 19, 171, 4.67, P, AJ, 1.72, .89, .368, 1
DAMP, DRY, YES, 184, 14, .076, 0.000, .1840, .1831, 4, 0, 6.0, 3, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 18, 68, 3.36, W, AJ, .83, .39, .239, 1
DAMP, MOIST, YES, 184, 11, .060, .116, .0020, .2051, 3, 0, 3.0, 1, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 5, 11, 3.51, , AJ, 1.60, .60, .010, 1
DAMP, CLOTH, YES, 184, 10, .054, 0.000, .0080, .0013, 3, 0, 2.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 21, 40, 5.76, , N, 2.90, .52, .089, 1
DAMP, MUSTY, YES, 184, 7, .038, .101, .0010, .0066, 1, 0, 3.0, 3, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 17, 0, 3.76, , AJ, 1.87, .07, .004, 1
DAMP, TOWEL, YES, 184, 7, .038, 0.000, .0060, .0576, 4, 0, 4.0, 1, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 19, 6, 6.83, , N, 3.32, .42, .037, 1
DAMP, MILDEW, YES, 184, 5, .027, .020, .0010, .0039, 1, 0, 3.0, 2, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 22, 1, 6.00, , N, 1.59, .18, .023, 1
DAMP, RAG, YES, 184, 4, .022, 0.000, .0020, .0189, 3, 0, 2.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 18, 10, 5.69, , N, 1.50, .31, .013, 1
DAMP, DEW, YES, 184, 3, .016, .014, .0010, .0621, 1, 0, 3.0, 2, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 13, 3, 5.25, , N, 1.62, .39, .008, 1
DAMP, SPONGE, YES, 184, 3, .016, 0.000, 0.0000, .0160, 0, 0, 4.0, 4, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 18, 7, 5.93, G, N, 3.60, .13, .013, 1
DAMP, AIR, YES, 184, 2, .011, 0.000, .0010, 0.0000, 2, 0, 0.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 17, 257, 5.67, T, N, 1.00, .65, .159, 1
DAMP, HAIR, YES, 184, 2, .011, 0.000, .0010, 0.0000, 2, 0, 0.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 19, 148, 5.70, , N, .72, .72, .184, 1
DAMP, HUMID, YES, 184, 2, .011, .014, 0.0000, .0383, 0, 0, 6.0, 6, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 16, 1, ¥, , AJ, 2.36, .07, 0.000, 1
DAMP, MOLD, YES, 184, 2, .011, 0.000, .0070, .0022, 1, 0, 1.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 15, 45, 4.75, N, N, 1.43, .50, .051, 1
DAMP, RAIN, YES, 184, 2, .011, 0.000, .0310, .0888, 3, 0, 1.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 18, 70, 5.77, , N, 1.65, .82, .101, 1
DAMP, SMELL, YES, 184, 2, .011, 0.000, .0100, .0018, 3, 0, 1.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 13, 34, 4.40, , V, 1.54, .77, .284, 1
DAMP, STINK, YES, 184, 2, .011, 0.000, .0030, .0050, 2, 0, 1.0, 0, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 11, 3, 3.90, , V, 1.22, .44, .122, 1
DAMP, UNCOMFORTABLE, YES, 184, 2, .011, 0.000, 0.0000, .0017, 0, 0, 1.0, 1, 19, 16, 4.00, , AJ, 2.37, .32, .022, 1, 19, 13, ¥, , AJ, 1.39, .17, .013, 1
DANCE, FUN, YES, 148, 15, .101, 0.000, .0140, .0085, 2, 0, 2.0, 1, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 15, 44, 2.45, , N, 2.13, .73, .058, 1
DANCE, MUSIC, YES, 148, 15, .101, .034, .0120, .0051, 5, 0, 4.0, 1, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 25, 216, 5.15, , N, 2.64, .88, .108, 1
DANCE, BALLET, YES, 148, 12, .081, .428, .0020, .0043, 2, 0, 2.0, 1, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 17, 45, 5.23, , N, 2.00, .36, .058, 1
DANCE, SING, YES, 148, 12, .081, .078, .0070, .0126, 2, 0, 3.0, 1, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 17, 34, 4.12, , V, 2.69, .50, .182, 1
DANCE, PARTY, YES, 148, 10, .068, .016, .0090, .0209, 1, 0, 2.0, 1, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 22, 216, 5.50, T, N, 1.29, .33, .029, 1
DANCE, MOVEMENT, YES, 148, 6, .041, .028, 0.0000, .0011, 0, 0, 2.0, 2, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 16, 128, 4.03, , N, 2.12, .31, .056, 1
DANCE, HALL, YES, 148, 4, .027, 0.000, .0010, 0.0000, 1, 0, 0.0, 0, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 19, 152, 6.72, G, N, 2.47, .24, .045, 1
DANCE, EXERCISE, YES, 148, 3, .020, .014, .0050, .0005, 1, 0, 1.0, 0, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 28, 58, 4.62, G, N, 3.12, .58, .038, 1
DANCE, FAST, YES, 148, 3, .020, 0.000, .0120, .0120, 2, 0, 1.0, 0, 19, 90, 4.98, , V, 1.47, .58, .055, 1, 7, 78, 2.93, N, AJ, 1.43, 1.00, .393, 1
